"symbol","date","open","high","low","close","volume","adjusted"
"S&P 500",2020-01-02,3244.669921875,3258.13989257812,3235.53002929688,3257.85009765625,3459930000,1
"S&P 500",2020-01-03,3226.36010742188,3246.14990234375,3222.34008789062,3234.85009765625,3484700000,0.992940129437955
"S&P 500",2020-01-06,3217.55004882812,3246.84008789062,3214.63989257812,3246.28002929688,3702460000,0.996448557173426
"S&P 500",2020-01-07,3241.86010742188,3244.90991210938,3232.42993164062,3237.17993164062,3435910000,0.993655274062335
"S&P 500",2020-01-08,3238.59008789062,3267.07006835938,3236.669921875,3253.05004882812,3726840000,0.998526620720954
"S&P 500",2020-01-09,3266.03002929688,3275.580078125,3263.669921875,3274.69995117188,3641230000,1.00517207760042
"S&P 500",2020-01-10,3281.81005859375,3282.98999023438,3260.86010742188,3265.35009765625,3214580000,1.00230213170501
"S&P 500",2020-01-13,3271.1298828125,3288.1298828125,3268.42993164062,3288.1298828125,3459390000,1.0092944071239
"S&P 500",2020-01-14,3285.35009765625,3294.25,3277.18994140625,3283.14990234375,3687620000,1.0077657976669
"S&P 500",2020-01-15,3282.27001953125,3298.65991210938,3280.68994140625,3289.2900390625,3721490000,1.00965051812202
"S&P 500",2020-01-16,3302.96997070312,3317.11010742188,3302.82006835938,3316.81005859375,3540580000,1.01809781272009
"S&P 500",2020-01-17,3323.65991210938,3329.8798828125,3318.86010742188,3329.6201171875,3726220000,1.02202987165766
"S&P 500",2020-01-21,3321.03002929688,3329.7900390625,3316.61010742188,3320.7900390625,4104840000,1.01931947128308
"S&P 500",2020-01-22,3330.02001953125,3337.77001953125,3320.0400390625,3321.75,3623780000,1.01961413215105
"S&P 500",2020-01-23,3315.77001953125,3326.8798828125,3301.8701171875,3325.5400390625,3766710000,1.02077748802959
"S&P 500",2020-01-24,3333.10009765625,3333.17993164062,3281.53002929688,3295.46997070312,3708780000,1.01154745366398
"S&P 500",2020-01-27,3247.15991210938,3258.85009765625,3234.5,3243.6298828125,3831050000,0.995635092340811
"S&P 500",2020-01-28,3255.35009765625,3285.78002929688,3253.21997070312,3276.23999023438,3531570000,1.00564479396746
"S&P 500",2020-01-29,3289.4599609375,3293.46997070312,3271.88989257812,3273.39990234375,3600250000,1.00477302645038
"S&P 500",2020-01-30,3256.44995117188,3285.90991210938,3242.80004882812,3283.65991210938,3790350000,1.00792234562041
"S&P 500",2020-01-31,3282.330078125,3282.330078125,3214.67993164062,3225.52001953125,4529700000,0.990076253616378
"S&P 500",2020-02-03,3235.65991210938,3268.43994140625,3235.65991210938,3248.919921875,3760460000,0.997258874560351
"S&P 500",2020-02-04,3280.61010742188,3306.919921875,3280.61010742188,3297.59008789062,3996900000,1.01219822553007
"S&P 500",2020-02-05,3324.90991210938,3337.580078125,3313.75,3334.68994140625,4121480000,1.02358605873403
"S&P 500",2020-02-06,3344.919921875,3347.9599609375,3334.38989257812,3345.78002929688,3887250000,1.02699017112662
"S&P 500",2020-02-07,3335.5400390625,3341.419921875,3322.1201171875,3327.7099609375,3733920000,1.02144354748904
"S&P 500",2020-02-10,3318.28002929688,3352.26000976562,3317.77001953125,3352.09008789062,3462730000,1.02892704925318
"S&P 500",2020-02-11,3365.8701171875,3375.6298828125,3352.71997070312,3357.75,3762940000,1.03066436433512
"S&P 500",2020-02-12,3370.5,3381.46997070312,3369.71997070312,3379.44995117188,3930910000,1.03732518374713
"S&P 500",2020-02-13,3365.89990234375,3385.09008789062,3360.52001953125,3373.93994140625,3500890000,1.03563388132361
"S&P 500",2020-02-14,3378.080078125,3380.68994140625,3366.14990234375,3380.15991210938,3419700000,1.0375431068916
"S&P 500",2020-02-18,3369.0400390625,3375.01000976562,3355.61010742188,3370.2900390625,3750400000,1.03451354053618
"S&P 500",2020-02-19,3380.38989257812,3393.52001953125,3378.830078125,3386.14990234375,3614200000,1.03938173974911
"S&P 500",2020-02-20,3380.44995117188,3389.14990234375,3341.02001953125,3373.22998046875,4019180000,1.03541595817914
"S&P 500",2020-02-21,3360.5,3360.76000976562,3328.44995117188,3337.75,3908780000,1.02452534645508
"S&P 500",2020-02-24,3257.61010742188,3259.81005859375,3214.64990234375,3225.88989257812,4851160000,0.990189786478783
"S&P 500",2020-02-25,3238.93994140625,3246.98999023438,3118.77001953125,3128.2099609375,5596760000,0.960206844135642
"S&P 500",2020-02-26,3139.89990234375,3182.51000976562,3108.98999023438,3116.38989257812,5484650000,0.956578663585567
"S&P 500",2020-02-27,3062.5400390625,3097.07006835938,2977.38989257812,2978.76000976562,7064710000,0.914333048014884
"S&P 500",2020-02-28,2916.89990234375,2959.71997070312,2855.84008789062,2954.21997070312,8569570000,0.906800461085806
"S&P 500",2020-03-02,2974.28002929688,3090.9599609375,2945.18994140625,3090.22998046875,6381330000,0.948548855176581
"S&P 500",2020-03-03,3096.4599609375,3136.71997070312,2976.6298828125,3003.3701171875,6376510000,0.921887142489513
"S&P 500",2020-03-04,3045.75,3130.96997070312,3034.3798828125,3130.1201171875,5073020000,0.960793168304263
"S&P 500",2020-03-05,3075.69995117188,3083.0400390625,2999.830078125,3023.93994140625,5579290000,0.928201068422921
"S&P 500",2020-03-06,2954.19995117188,2985.92993164062,2901.5400390625,2972.3701171875,6555240000,0.912371664775452
"S&P 500",2020-03-09,2863.88989257812,2863.88989257812,2734.42993164062,2746.56005859375,8441290000,0.843059065415462
"S&P 500",2020-03-10,2813.47998046875,2882.59008789062,2734,2882.22998046875,7642040000,0.884703069224171
"S&P 500",2020-03-11,2825.60009765625,2825.60009765625,2707.21997070312,2741.3798828125,7431200000,0.84146900582832
"S&P 500",2020-03-12,2630.86010742188,2660.94995117188,2478.86010742188,2480.63989257812,8850810000,0.761434632723813
"S&P 500",2020-03-13,2569.98999023438,2711.330078125,2492.3701171875,2711.02001953125,8299070000,0.832150018652363
"S&P 500",2020-03-16,2508.59008789062,2562.97998046875,2380.93994140625,2386.1298828125,7805450000,0.732424700734119
"S&P 500",2020-03-17,2425.65991210938,2553.92993164062,2367.0400390625,2529.18994140625,8370250000,0.776337113615445
"S&P 500",2020-03-18,2436.5,2453.57006835938,2280.52001953125,2398.10009765625,8799300000,0.736098968881804
"S&P 500",2020-03-19,2393.47998046875,2466.96997070312,2319.78002929688,2409.38989257812,7956100000,0.739564381526172
"S&P 500",2020-03-20,2431.93994140625,2453.01000976562,2295.56005859375,2304.919921875,9053950000,0.707497230622488
"S&P 500",2020-03-23,2290.7099609375,2300.72998046875,2191.86010742188,2237.39990234375,7411380000,0.68677190026434
"S&P 500",2020-03-24,2344.43994140625,2449.7099609375,2344.43994140625,2447.330078125,7563150000,0.751210155398386
"S&P 500",2020-03-25,2457.77001953125,2571.419921875,2407.53002929688,2475.56005859375,8300010000,0.759875373140927
"S&P 500",2020-03-26,2501.2900390625,2637.01000976562,2500.71997070312,2630.07006835938,7766990000,0.80730235877074
"S&P 500",2020-03-27,2555.8701171875,2615.90991210938,2520.02001953125,2541.46997070312,6201670000,0.780106479586492
"S&P 500",2020-03-30,2558.97998046875,2631.80004882812,2545.28002929688,2626.64990234375,5751120000,0.806252535754608
"S&P 500",2020-03-31,2614.68994140625,2641.38989257812,2571.14990234375,2584.59008789062,6576210000,0.793342238106664
"S&P 500",2020-04-01,2498.080078125,2522.75,2447.48999023438,2470.5,5.964e+09,0.758322183631874
